region,permit_number,action,requester,cause,cause_detail,place,street,street_number,block,parcel,from_date,to_date,approved_by,species,number_of_trees,tree_action,notes
ג. מערבי - כרמל,5548,כריתה,"אבו חסאן יוסף ובניו בע""מ",בניה,הרחבת מצובה,מצובה,"הרחבה 31 יח""ד",,19014,10,2021-02-16 00:00:00.000000,2021-05-31 00:00:00.000000,שלי בן ישי,שקד מצוי,8,,
ג. מערבי - כרמל,5549,העתקה,"אבו חסן יוסף ובניו בע""מ",בניה,הרחבת מצובה,מצובה,"הרחבה 31 יח""ד",,19014,10,2021-02-09 00:00:00.000000,2021-05-31 00:00:00.000000,שלי בן ישי,אלה ארץ-ישראלית,8,,
ג. מערבי - כרמל,5549,העתקה,"אבו חסן יוסף ובניו בע""מ",בניה,הרחבת מצובה,מצובה,"הרחבה 31 יח""ד",,19014,10,2021-02-09 00:00:00.000000,2021-05-31 00:00:00.000000,שלי בן ישי,אלון מצוי,142,,
ג. מערבי - כרמל,5549,העתקה,"אבו חסן יוסף ובניו בע""מ",בניה,הרחבת מצובה,מצובה,"הרחבה 31 יח""ד",,19014,10,2021-02-09 00:00:00.000000,2021-05-31 00:00:00.000000,שלי בן ישי,זית אירופי,6,,
ג. מערבי - כרמל,5549,העתקה,"אבו חסן יוסף ובניו בע""מ",בניה,הרחבת מצובה,מצובה,"הרחבה 31 יח""ד",,19014,10,2021-02-09 00:00:00.000000,2021-05-31 00:00:00.000000,שלי בן ישי,חרוב מצוי,29,,
ג. מערבי - כרמל,5550,כריתה,סמיון דומנסקי,אחר,נזק לתשתיות,קרית ביאליק,חיים,16/5,10445,3,2021-02-23 00:00:00.000000,2021-03-22 00:00:00.000000,שלי בן ישי,אראוקריה רמה,1,,
ג. מערבי - כרמל,5551,כריתה,תמר לצרוס,בטיחות,עצים סמוכים לקו מתח ולבית,עין הוד,,,12600,103,2021-02-23 00:00:00.000000,2021-03-22 00:00:00.000000,שלי בן ישי,ברוש מצוי,1,,
ג. מערבי - כרמל,5551,כריתה,תמר לצרוס,בטיחות,עצים סמוכים לקו מתח ולבית,עין הוד,,,12600,103,2021-02-23 00:00:00.000000,2021-03-22 00:00:00.000000,שלי בן ישי,קזוארינה,2,,
ג. מערבי - כרמל,5552,דילול וגיזום,"קק""ל",דילול רגיל,"עבודה מתבצעת ע""י השומר החדש","יערות קק""ל",,,,,2021-02-14 00:00:00.000000,2021-03-25 00:00:00.000000,שלי בן ישי,,,,
ג. מערבי - כרמל,5555,כריתה,"עירית קרית אתא ע""י יוגב מעוז",עץ מת,"עץ אחד יבש, השני יבש בחלקו",קרית אתא,רמז,4,,,2021-02-23 00:00:00.000000,2021-03-11 00:00:00.000000,שלי בן ישי,סיסם הודי,2,,"עץ אחד יבש, השני יבש בחלקו"
ג. עליון ורמת הגולן,2570,כריתה,סרחאן חאג'יב,אחר,טיפול בהדסים נוף כנרת רמת רזים צפת,צפת,נוף כנרת רמת רזים מנחם בגין,,,,2019-01-13 00:00:00.000000,2021-04-30 00:00:00.000000,אבירם צוק-לא פעיל***,הדס מצוי,0,,טיפול בנוף כנרת רמת רזים צפת
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,אורן ירושלים,2,כריתה,
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,אלון מצוי,1,כריתה,
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,ברוש מצוי,13,כריתה,
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,זית אירופי,48,העתקה,
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,חרוב מצוי,9,כריתה,
ג. עליון ורמת הגולן,3750,כריתה והעתקה,"נת""י על ידי עומרי כהן",בניה,לצורכי בנייה,כבישים,כביש 804 כביש סלמה,,,,2019-03-07 00:00:00.000000,2021-07-31 00:00:00.000000,אלי חפוטה,תות שחור,1,כריתה,
ג. עליון ורמת הגולן,4048,כריתה,סרחאן חאג'יב,אחר,טיפול בהדסים,כנף,מושב כנף מעלה גמלא,,,,2019-12-01 00:00:00.000000,2021-04-30 00:00:00.000000,אלי חפוטה,הדס מצוי,0,,טיפול בהדסים כנף
ג. עליון ורמת הגולן,4156,גיזום,סעיד חליחל,אחר,טיפול בהדסים,כחל,שטחי מרעה בין צומת עמיעד לחוקוק כחל,,,,2021-02-28 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,הדס מצוי,0,,טיפול בהדסים
ג. עליון ורמת הגולן,4193,כריתה והעתקה,מועצה אזורית הגליל העליון/גן ילדים צבעון,בניה,לצורך בניית גן ילדים בצבעון,צבעון,מתחם הקיבוץ,,14186,108 מגרש 702,2020-04-19 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,אלון התולע,3,כריתה,
ג. עליון ורמת הגולן,4193,כריתה והעתקה,מועצה אזורית הגליל העליון/גן ילדים צבעון,בניה,לצורך בניית גן ילדים בצבעון,צבעון,מתחם הקיבוץ,,14186,108 מגרש 702,2020-04-19 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,אלון התולע,1,העתקה,
ג. עליון ורמת הגולן,4193,כריתה והעתקה,מועצה אזורית הגליל העליון/גן ילדים צבעון,בניה,לצורך בניית גן ילדים בצבעון,צבעון,מתחם הקיבוץ,,14186,108 מגרש 702,2020-04-19 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,אלון מצוי,8,כריתה,
ג. עליון ורמת הגולן,4193,כריתה והעתקה,מועצה אזורית הגליל העליון/גן ילדים צבעון,בניה,לצורך בניית גן ילדים בצבעון,צבעון,מתחם הקיבוץ,,14186,108 מגרש 702,2020-04-19 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,עוזרר אדום,2,כריתה,
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ברוטיה,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ברוטיה,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ברוטיה,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ברוטיה,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,מעורב א.ברוטיה-ברוש מצוי,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,מעורב א.ברוטיה-ברוש מצוי,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,מעורב א.ברוטיה-ברוש מצוי,0,,דילול רגיל
ג. עליון ורמת הגולן,4260,סניטציה,יוסף אליאס ניקולא,דילול רגיל,דילול רגיל,"יערות קק""ל",,,,,2020-08-01 00:00:00.000000,2021-04-15 00:00:00.000000,אלי חפוטה,מעורב א.ברוטיה-ברוש מצוי,0,,דילול רגיל
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,אלה אטלנטית,3,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,אלה ארץ-ישראלית,28,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,אלון מצוי,2,העתקה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,אלון מצוי,71,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,אלון תולע,1,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,ברוש אטלנטי,32,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,ברוש מצוי,1,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,כליל החורש,1,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,עוזרר אדום,1,כריתה,
ג. עליון ורמת הגולן,4289,כריתה והעתקה,"יורם וגשל / ע""ח עג'אוי",בניה,לצורכי בנייה,כבישים,כביש חזון - חלפתא,,,,2020-07-15 00:00:00.000000,2021-07-15 00:00:00.000000,אלי חפוטה,שיזף מצוי,2,כריתה,
ג. עליון ורמת הגולן,4301,כריתה,איציק זבורוף,בטיחות,עצים מסוכנים,כרכום,גולן + הראשונים,,רחבי הישוב,,2020-07-22 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,ושינגטוניה חסונה,2,,כריתה
ג. עליון ורמת הגולן,4301,כריתה,איציק זבורוף,בטיחות,עצים מסוכנים,כרכום,גולן + הראשונים,,רחבי הישוב,,2020-07-22 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,מכנף נאה,6,,כריתה וגיזום
ג. עליון ורמת הגולן,4301,כריתה,איציק זבורוף,בטיחות,עצים מסוכנים,כרכום,גולן + הראשונים,,רחבי הישוב,,2020-07-22 00:00:00.000000,2021-03-31 00:00:00.000000,אלי חפוטה,עץ לא מזוה מת -לכריתה,1,,כריתה
ג. עליון ורמת הגולן,4353,כריתה,חביב גנטוס,דילול רגיל,טיפול יערני במטולה,"יערות קק""ל",,,,,2020-12-10 00:00:00.000000,2021-04-10 00:00:00.000000,אלי חפוטה,מחטניים,0,,כריתה
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורן ירושלים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורנים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורנים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורנים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,אורנים,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,ברוש מצוי,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,ברוש מצוי,0,,דילול וגיזום
ג. עליון ורמת הגולן,4356,דילול וגיזום,ניקולה עטאללה,דילול רגיל,מכרז מספר 8988/19/8,"יערות קק""ל",,,,,2020-12-29 00:00:00.000000,2021-12-31 00:00:00.000000,אלי חפוטה,ברוש מצוי,0,,דילול וגיזום
